,Review,Label
1340,ปิดไปก่อนเถอะ ถ้าไม่พร้อม สภาพร้างมาก สกปรกสุด คนดูแลก็ขี้โกง ไม่โอนมัดจำคียการ์ดคืนให้,Negative
1341,ทางโรงแรมไม่คืนเงินค่ามัดจำค่ะ,Negative
1342,ที่พัก สกปรกมาก ผ้าห่มไม่ซัก เจ้าของโรงแรม เหลี่ยมเยอะ สกปรกมาก ต้องให้เจ้าหน้าที่ตรวจสอบแล้ว ห้องน้ำเหม็นมาก โรงแรมหรือป่าช้า,Negative
1343,พักไม่ได้เลย ต้องเปลี่ยนโรงแรม แอร์ไม่เย็น น้ำไม่ไหล ห้องไม่สะอาดมีกลิ่นเหม็น พื้นสกปก ห้องน้ำน้ำไม่ไหล,Negative
1344,ห้องน้ำไม่สะอาด โรงแรมไม่สะอาด ไม่ถูกสุขลักษณะ,Negative
1345,ห้องพักไม่สะอาด น่ากลัว เข้าไปชำระเงินตามที่จองแล้วออกมาเลย,Negative
1346,ทำไมต้องเอาโซ่คล้องประตูและล๊อกกุญแจเวลาเที่ยงคืนถึงหกโมงเช้า ถ้าหัวใจวายจะไม่ตายก่อนถึงโรงบาลหรอ คีย์การ์ดแตะนานเกินกว่าจะเปิดประตูห้องได้ พื้นกระเบื้องนี้สักหน่อยคบทะลุลงข้างล่าง ฝ้าก้อพังเหมือนจะหล่นได้ทุกเมื่อ ไม่มีอะไรดีเลย สภาพไม่น่าเปิด เอะอะเชียร์ห้องไพรเวท เอะอะเชียร์เด็ก,Negative
1347,ขอติเรื่องน้ำดื่ม เอาขวดน้ำที่ใช้แล้วมาใส่น้ำใหม่ขาย เพราะซื้อน้ำทั้ง ขวด เกลียวได้มีการเปิดแล้ว ตอนแรกคิดว่าคิดไปเอง แต่เพื่อนก็เป็นเหมือนกัน,Negative
1348,เป็นที่พักที่ไม่ดีเอาซะเลย มีการบ่นให้ฟังเกี่ยวกับรายได้ที่ได้รับจากเอเจนท์ที่น้อยเกินกว่าราคาที่ตั้งไว้ที่โรงแรม มีการเก็บค่ามัดจำ บาท มีการเชียร์ว่าถ้านอนเตียงล่างจะดีกว่า ไม่ต้องปีนขึ้นเตียงบน แต่จะมีค่าบริการเก็บเพิ่ม บาท ซึ่งเรารับไม่ได้ ห้องพักไม่สะอาด ไม่มีไฟ มีปลั้กเสียบแต่ก็มีสภาพชำรุด มีกลิ่นอับในห้องพัก การบริการของเจ้าของโรงแรมไม่สุภาพ เสียความรู้สึกมาก จนต้องมาเช่าที่พักด้านนอก ทำให้มีค่าใช้จ่ายเพิ่มมากขึ้น ไม่แนะนำให้เข้าพักที่นี่,Negative
1349,ข้อเสีย พนักงานไม่เป็นมิตร ลุงแก่พูดจาไม่ค่อยดี ตอนมาเช็คอินบอกห้องรวมมีเราแค่คนเดียว เหมือนไม่อยากเปิดห้องให้ ห้องน้ำสกปรก และเก่า อาจเพราะตอนเช้ามีเราพักแค่คนกับแขกที่มาตอนดึกอีกคน ในห้องรวมคน แล้วพนักงานมาปิดแอร์ไวมาก โมงเช้าก็ปิดแล้วมั้ง ผมตื่น เลยรู้ จะรีบไล่คนออกไปหรือยังไง พักตั้งหลายที รอบอื่นพอรับได้ รอบนี้ไม่ประทับใจเลย แย่มาก ข้อดี ติด bts และนั่ง a ไปสนามบินได้ง่าย เซเว่นใกล้ ร้านก๋วยเตี๋ยวตามสั่งใกล้,Negative
1350,น้ำไม่ไหลที่พักมีกลิ่นอับ ไม่เก็บเสียง,Negative
1351,แย่มากไม่ควรไป ไม่สบายมาก แย่,Negative
1352,ควรดูแลทำความสะอาด ห้องน้ำ ห้องพักให้พร้อมใช้,Negative
1353,ตู้เก็บของล็อคแล้วมีคนไป งัดเปิด ค้นกระเป๋าโน๊ตบุ๊ค กระเป๋าเสื้อผ้า ทำการแจ้งพนักงานแล้ว เหมือนรู้ปัญหาดีแต่ไม่ทำการแก้ไขตู้เก็บของให้ดีขึ้นพร้อมใช้งาน,Negative
1354,ทำเลดีมาก แต่ระบบของที่พักไม่ดีเลย เช็คอินแล้วให้ไปเลือกเตียงเอง ความปลอดภัยอยู่ที่ไหน บริเวณในที่พักค่อนข้างสกปรก ห้องน้ำสกปรกและไม่เพียงพอ ไม่มีผ้าเช็ดตัว ผ้าห่มบางมาก กองไว้บนเตียงไม่มีการพับให้เรียบร้อย,Negative
1355,ไม่ค่อยสะอาด เหมือนในรูป มีกลิ่นอับ,Negative
1356,ห้องพักไม่สะอาด กลิ่นอับ ห้องน้ำแย่มากก สกปรก เสียงดัง,Negative
1357,ชั้นล่างตรงบริเวณเช็คอินกลิ่นอับมากค่ะ และไม่มีสะอาดเลย ส่วนบริเวณที่พักในห้องนอนถ้าไม่คิดอะไรมากถือว่าพออยู่ได้ แอร์เย็น เตียงมีม่านถือว่าใช้ได้ค่ะ ส่วนห้องน้ำแย่มากค่ะ บริเวณอ่างล้างหน้า มีเศษอาหาร คราบขยะเกาะติดเพียบแปรงฟันไปจะอ้วกไป ส่วนห้องน้ำสำหรับอาบน้ำมีแค่ ห้องต่อ ชั้น และน้ำไหลเบามากกก ส่วนการเลือกที่นอน ทางที่พักแจ้งว่าไม่ให้เลือกเตียงเองเพราะส่วนใหญ่ราคาในเวปจะเป็นที่นอนชั้นบนเพราะเป็นราคาถูก ซึ่งตอนที่เราจองก็เป็นราคาเต็มแต่ใช้โค้ดโปรโมชั่นในเวลานั้น ทำให้ราคาถูกมากว่าเดิมนิดหน่อย ถ้าไม่ซีเรียสเรื่องห้องน้ำถือว่าโอเคค่ะ,Negative
1358,ห้องน้ำสกปรกมาก น้ำไหลน้อย ทำความสะอาดห้องน้ำบ้างนะคะ อะไรที่ไม่ดีก็ซ่อมบ้างนะคะ,Negative
1359,ไม่มีผ้าห่มให้ แอร์มันเย็นมาก นอนไม่ได้เลย ดีออก,Negative
1360,ห้องน้ำไม่สะอาดมาก และจำนวนห้องอาบน้ำมีห้องเดียว คนพักแย่งกันอาบ สรุปคือปรับปรุงห้องน้ำนะคะ,Negative
1361,ได้ห้องรวมแต่ก็ไม่ได้มีคนมาพักเพิ่มมาแค่คนนอนห้องรวมมีเตียงเตียงแอบหลอน,Negative
1362,smell so bad ห้องข้างคุยกันเสียงดังมาก เปิดเพลงด้วย จริง staff ควรเตือน หรือ มีการติดป้ายประกาศ,Negative
1363,ห้องน้ำสกปรกมากถึงมากที่สุด ล็อบบี้ก็เหม็นอับ ห้องน้ำก็เหม็นมาก ผิดหวังมากค่ะ,Negative
1365,เสียงดังมาก คนมาเยอะ ห้องน้ำไม่ค่อยพอ,Negative
1368,ราค่ถูกดีค่ะ ใกล้บีทีเอสแระสะดวกสบายดีค่ะ,Positive
1370,เดินทางสะดวกใกล้รถไฟฟ้า สะอาด แอร์เย็นมาก ผ้าห่มบางมาก,Positive
1371,เป็นกันเอง อยู่สบาย มีเกมให้เล่น ติดbts ไปไหนมาไหนสะดวกดีครับ,Positive
1372,ห้อง dorm ดีมากครับ ถึงแม้จะเป็นห้องรวม แต่ทุกเตียงมีที่กั้น มีผ้าม่านปิด ให้ความเป็นส่วนตัวดีครับ เข้า กทม ทุกครั้ง พักที่นี่ตลอด ใกล้ bts สะพานควายมาก,Positive
1373,ไม่มีที่จอดรถ พนักงาน ถามอะไรก็ไม่รู้สักอย่าง,Negative
1374,เรารีเควสมาแล้วว่าจะเช็คเอ้าท์ แต่ และอ้างว่าวันเช็คเอ้าท์ลูกค้าเต็ม มันไม่ใช่ปัญหาของผม ออกใบเสร็จได้ไม่ตามราคาที่เราจองมา แล้วเราต้องนำไปเบิกเราก็เบิกได้ไม่เต็มจำนวนสิครับ ผ้าเช็ดเท้าในห้องก็ไม่มี รู้สึกไม่ประทับใจ เสียใจด้วยนะครับที่ต้องคอมเมนท์ไว้,Negative
1375,ห้องมีฝุ่น พื้นไม่ค่อยสะอาด พักสองคืน ไม่เอาน้ำดื่มมาเพิ่มให้ ต้องโทรไปขอ,Negative
1376,มีห้องให้เลือก ประเภทคือ superior กับ deluxe ล่าสุดจองเป็น deluxe ปรากฏว่าห้องที่ได้เป็นห้องเดิมที่เคยไปพักครั้งก่อน ซึ่งเป็นห้อง superior สภาพห้อง อุปกรณ์ต่าง เหมือนเดิมทุกอย่าง อีกอย่างหนึ่งคือ โรงแรมนี้ไม่มีแก้วน้ำให้ ไม่ว่าจะเป็นแก้วน้ำดื่มหรือแก้วน้ำแปรงฟัน,Negative
1377,ที่พักโอเค พนักงานไม่ค่อยยิ้มแย้ม เน็ตช้ามากครับ,Negative
1378,ช่องทีวี หลายช่องดูไม่ได้ ทั้ง ห้องที่เข้าพัก พื้นห้องชำรุด ห้องน้ำมีน้ำรั่วซึมจากสายชำระ,Negative
1379,สะอาด สบาย พนักงานและยามดี เตียงนอนสบาย,Positive
1380,บริการดี ห้องสะอาด ไม่วุ่นวายมีความเป็นส่วนตัว มีร้านกาแฟข้าง หน้าร้านดอกไม้ ราคาไม่แพงรสชาดดีมากค่ะ,Positive
1382,ห้องกว้าง ทีวีดี แอร์เย็น ห้องน้ำดี แต่น้ำในห้องน้ำมีกลิ่น โดยรวมดีค่ะ,Positive
1383,เดินทางสะดวก โรงแรมเล็ก น่ารักดี,Positive
1384,ที่พักดี เดินทางสะดวก ไม่ไกลจากบีทีเอสสะพานควาย,Positive
1387,ห้องพักสะอาด พนักงานบริการดี เดินทางสะดวก,Positive
1393,ห้องพักสะอาด ทำเลดี สะดวกในการเดินทาง หาของกินง่าย,Positive
1395,สะอาด เดินทางไม่ยาก และเงียบดี เหมาะกับนักเดินทางที่ไม่ได้มีรถยนต์ส่วนตัว,Positive
1396,คุ้มค่าราคา สะดวกและสะอาด เดินทางสะดวกแต่ไม่มีที่จอดรถ,Positive
1397,ที่พักสะอาด ราคาเป็นมิตร,Positive
1398,พักมาหลายครั้ง สะดวกคุ้มค่ามาก,Positive
1399,สะดวก สะอาด คุ้มราคา พนักงานเป็นกันเองดีมาก,Positive
1400,ไวไฟไม่ค่อยแรง ที่วางของในห้องน้ำ น้อยมาก,Negative
1401,สะดวก สบาย ประหยัด และ ปลอดภัย,Positive
1402,ตั้งอยู่ในทำเลที่เดินทางสะดวก ติดถนนใหญ่ ในช่วงนี้มีการก่อสร้างอยู่ติดโรงแรม ทำให้เสียงดังรบกวน ในห้องไม่มีแก้วน้ำ เตียงนอนค่อนข้างแข็ง ประตูห้องน้ำเป็นกระจกฝ้า ซึ่งน่าจะติดสติกเกอร์ลายฝ้า แต่ติดไม่เต็มทั้งช่องกระจก จึงทำให้สามารถมองส่องเข้าไปได้ ไวไฟไม่สามารถใช้งานได้ดี สัญญาณอ่อนมาก,Negative
1403,ห้องพักสะอาด มีไดร์เป่าผมให้ด้วย อยากให้เพิ่มในส่วนของหมวกอาบน้ำ ห้องน้ำแบ่งโซนเปียกแห้ง มาเช็คประมาณเที่ยงคืนมียามคอยดูแลการ็คอินให้ค่ะ ทุกอย่างเรียบร้อยดี,Positive
1404,ห้องพักสะอาด สะดวกสบายคุ้มราคา อยู่ไม่ไกลจาก bts ค่ะ,Positive
1406,ที่พักสะอาด การเดินทางสะดวกมาก,Positive
1407,บริการแย่ไปหน่อย เข้าไปจะเช็กอิน เจ้าของหรือเปล่าไม่ทราบ ถามว่ามาส่งของเหรอ,Negative
1409,โอเคดีครับ สะดวก แต่ใครเพิ่งเคยมาอาจจะหายากหน่อย สงบดี,Positive
1410,ห้องสะอาด บริการดี คนที่ดูแลหอพูดจาดี,Positive
1411,ห้องพักดีมากค่ะ ไม่ไกลจาก bts เดินไปได้แบบชิว,Positive
1412,ห้องพักดีมาก เหมือนในรูปเลย ถ้ามีโอกาสจะกลับไปพักอีก,Positive
1413,ทำเลของที่พักดีมาก เดินทางได้สะดวก อยู่ไม่ไกลจากตลาด ห้าง และร้านสะดวกซื้อ ห้องพักสะอาดดี มีอุปกรณ์ของใช้ครบ พนักงานทุกคนน่ารักและเป็นกันเองค่ะ ถือว่าคุ้มค่าสำหรับที่พักในราคานี้,Positive
1414,ห้องพักสะอาด เงียบสงบ คุ้มค่ากับราคา,Positive
1415,พนักงานกะกลางคืน ไม่ค่อยรู้เรื่อง ถามอะไรก็ตอบไม่ได้,Negative
1417,เดินทางคนเดียว ที่พักสงบ แต่หายากนิดนึงค่ะ ใกล้แหล่งของกิน มีโอกาสไปพักอีกแน่นอนค่ะ,Positive
1419,สะอาด สะดวก สบายค่ะ เดินทางสะดวกมาก มาจากดอนเมือง,Positive
1421,ดีค่ะ เป็นส่วนตัวดีคนไม่เยอะ ถือว่าโอเคค่ะ,Positive
1422,ห้องพักสะอาดมาก เดินทางสะดวก ใกล้bts สะพานควาย,Positive
1423,ดีมาก คุ้มเกินราคา its very good,Positive
1424,เป็นที่พักที่ดีมาก สะอาด น่าอยู่ ตกแต่งสวย จัดสรรพื้นที่ได้พอเหมาะ ชอบมากค่ะ ใกล้บีทีเอส สามารถเดินไปได้ มีร้านอาหารใกล้ สะดวกดีมาก,Positive
1425,ห้องพักสะอาด สวยดีครับ มีลิฟต์บริการ,Positive
1427,ที่พักดีมากค่ะ สะอาด ห้องกว้าง เดินทางสะดวก คุ้มราคา,Positive
1428,ห้องพักสบายมาก เดินทางสะดวก การบริการดีค่ะ เสียดายในห้องไม่มีแก้วน้ำ,Positive
1431,ห้องพักสะอาด เดินทางสะดวก ไม่ไกลจากบีทีเอสมาก,Positive
1432,เดินทางสะดวก ห้องพักสะอาด และยังดูใหม่ แต่เสียดายไม่มีที่จอดรถ,Positive
1433,ห้องใหม่มากค่ะ ระบบดี น่ามาพักอีก,Positive
1434,ห้องใหญ่ สะอาด พักสองคนกำลังดี เดินจากบีทีเอสไกลนิดนึง แต่ระหว่างทางมีของกิน เดินเพลินได้ค่ะ ของเยอะ แนะนำขึ้นแท็กซี่ ไม่เกิน บาท,Positive
1435,ห้องพักตามรูปเลยตรงปกอยู่นะคะ ราคามิตรภาพมาก ไม่แพงจนเกินไปใกล้สถานีรถไฟฟ้าสะพานควายสามารถเดินไปได้ เราชอบห้องน้ำเพราะค่อนข้างสะอาดเลยราคามันเหมาะสมกับห้องนะคะ มีไดร์เป่าผมให้ มีแชมพูสบู่เหลว แอร์เย็นมาก เราพักชั้น โอเคเลยไว้จะไปพักอีกเวลาขึ้นไปกรุงเทพสะดวก,Positive
1436,จะไปพักทุกครั้งที่ไปกทม เลยค่ะ,Positive
1437,ดีมาก สะดวกสบาย ไปพัก ครั้งแล้ว ชอบมากเลย,Positive
1438,ที่พักสะอาด หาง่าย สะดวกสบาย และไกลก็สถานีรถไฟสะพานควาย เดินไปขึ้น นาที,Positive
1439,การบริการดี ความสะอาดดี การเดินทางสะดวก,Positive
1440,สะอาด ติดถนน ไม่ไกลรถไฟฟ้า ใกล้แหล่งของกิน,Positive
1441,ที่พักสะอาด ราคาไม่แพง สามารถเดินไปบีทีเอสสะพานควายได้,Positive
1442,บริการดี ดูแลดี ห้องพักสะอาดสบายรู้สึกปลอดภัยใกล้ป้ายรถเมล์ติดถนนใหญ่ไม่ไกลจากbtsมาก และ ใกล้บิ๊กซีสะพานควายแหล่งของกินมีอาหารฮาลาลด้วย สะดวก โดยรวมถือว่าดีทุกอย่างเลยค่ะ ประทับใจ เด็กตจว,Positive
1443,สะดวกครับ อยู่ใกล้แหล่งของกิน อยู่ใกล้บิ๊กซีสะพานควาย ห้องสะอาด มีพนักงานอยู่ตลอดเวลา,Positive
1445,สะดวกในการเดินทาง ห้องพักสะอาด,Positive
1446,ชอบมาก สะดวก ใกล้บีทีเอส เดินเข้าซอยนิดเดียว ห้องกว้าง สะอาด,Positive
1447,นอนสบาย ที่พักเงียบสงบ ห้องพักสะอาดมาก,Positive
1448,ทุกอย่างดีหมด เดินทางง่าย สะดวก ใกล้แหล่งกิน,Positive
1452,เป็นสถานที่ที่ดีใกล้แหล่งช้อปปิ้งและร้านอาหารข้างทางราคาถูก เพียง เมตรจาก bts ทำเลยุทธศาสตร์,Positive
1453,ย่านที่ดีห้องพักที่ดีการบริการที่ดีและทำเลที่ตั้งเพียง นาทีเพื่อเดินไปยังตลาดจตุจักร,Positive
1454,ห้องพักสะอาดราคาตามเงื่อนไข,Positive
1455,ห้องพักสะดวกสบายและสะอาด,Positive
1457,สะอาดบริการดีสุภาพมาก,Positive
1459,ผ้าห่มดี ห้องพักขนาดที่ดีที่ตั้งสะดวกสบายไม่ไกลจากสถานีรถไฟฟ้า bts,Positive
1460,โรงแรมอยู่ใกล้และสะอาดใกล้ chatucak เครื่องดื่มฟรีที่ชั้นหนึ่ง,Positive
1461,พนักงานเป็นกันเองโรงแรมที่ดีพร้อมราคาไม่แพง ใกล้สถานีรถไฟฟ้า bts และตลาดนัดจตุจักร,Positive
1463,ไปพักแล้วห้องไม่ดี อับ เก่ามาก พนักงานพูดไม่ดีตั้งแค่ยามแล้วยันต้อนรับ ไม่มีพนักงานยกกระเป๋า และไม่ได้พัก คืนกุญแจไปค่ะ พนักงานต้อนรับก็ไม่ได้แคร์อะไร ควรปรับปรุง ขอบคุณค่ะ,Negative
1464,ห้องเก่ามาก น่ากลัวมาก ไม่ประทับใจเลย,Negative
1465,บรรยากาศไ ม่ดีเหม็นบุหรี่ตลอดเวลา,Negative
1466,เสียงดังกุกกักทั้งคืน ตรงเพดาน นอนไม่หลับ,Negative
1467,แม่บ้านทำความสะอาดไม่เรียบร้อย ฝุ่นบนโคมไฟหัวเตียงเยอะมาก ตู้เย็นมีน้ำไหลออกมา,Negative
1468,ทุกอย่างดี ยกเว้นที่นอน สกปรกไปหน่อย เหมือนไม่ได้ทำความสะอาดเลย,Negative
1469,เน็ตไวไฟไม่ดี อาหารเช้าหมดเร็ว มีน้อย,Negative
1470,โรงแรมเก่า คลาสสิกจนน่ากลัว ห้องน้ำฝักบัวปรับระดับน้ำไม่ได้ นอนคนเดียวแอบหลอน ตอนกลางคืนมีเสียงกึกที่ประตู พนักงานต้อนรับพูดจาไม่โอเค มีค่ามัดจำเข้าที่พัก ไม่โอเคกับการมาพักคนเดียว อาหารเช้าดีสุด,Negative
1471,แอร์เย็นมาก แต่ไม่สามารถปรับอุณหภูมิได้ ห้องนอนไม่เก็บเสียง ทำให้ได้ยินเสียงจากห้องพักข้างชัดเจนมาก ผ้าห่มบางมาก,Negative
1473,wifi ใช้ไม่ได้พนักงานบอกทั้งตึกชั้นใช้ได้ชั้น แล้วทำไมไม่ปล่อยห้องที่มีwifiให้ลูกค้า,Negative
1474,ห้องพักเก่า อุปกรณ์ห้องน้ำชำรุด บริการไม่ดี,Negative
1475,โรงแรมเก่ามาก ห้องน้ำก้อแย่ ฝักบัวมีแต่สนิม โดยรวมไม่โอเคร,Negative
1476,ที่นอนไม่สะอาด มีตัวเลือดกัดหลายแผลเลย,Negative
1477,ห้องน้ำเหม็นค่ะ เปิดประตูได้กลิ่นเลยห้องค่ะ ก่อนหน้านี้พักชั้นสะอาดดีมากค่ะ เพิ่งมาเจอครั้งนี้เสียความรู้สึกนิดหน่อย แต่อย่างอื่นดีหมดค่ะ,Negative
1478,จองห้องไม่เป็นไปตามห้องที่ได้จองมา เอาห้องไม่ค่อยดีให้ จองเตียงเดี่ยวได้เตียงคู่อ้างห้องเต็มหมด,Negative
1480,โรงแรมเก่ามาก อาหารเช้าก็รีบเก็บ ที่จอดรถก็น้อย,Negative
1481,ห้องเหม็นแต่กลิ่นบุหรี่ ขอเปลี่ยนห้องอ้างห้องเต็ม ในห้องมีน้ำแอร์ไหลเปียกพื้นพรมทั้งห้อง การจองควรมีระบุไม่เอาชั้นที่สูบบุหรี่หรือสูบบุหรี่,Negative
1482,wifi เข้าเชื่อมต่อได้ แต่พอเข้าท่องเว็บไม่ได้เลย,Negative
1483,แอร์น้ำหยด ฝักบัวสำหรับอาบเปิดไม่ได้ น้ำตรงอ่างอาบน้ำไม่อุ่น แต่อาหารโอเคค่ะ,Negative
1484,ขนมปังปิ้งรอ เย็นและเหนียว ห้องน้ำฝักบัวปรับไม่ได้ ทิชชูในห้องพักไม่มี ไดร์เป่าผมไม่มี ทีวีไม่มีช่องภาพยนตร์ ผ้าเช็ดตัวแข็งหยาบและผ้าปูที่นอนมีรอยดำเปื้อน แต่สะดวกที่ใกล้ถนนสายหลัก,Negative
1485,ห้องเป็นพรมเก่า มีฝุ่นและคราบสกปรก,Negative
1486,เป็นห้องประตูเชื่อมกัน เสียงดังค่ะ,Negative
1487,เหม็นกลิ่นคนที่เข้าพักสูบบุหรี่ด้านหน้า เข้ามาภายในห้อง,Negative
1489,ได้ยินเสียงเคาะหน้าต่าง เคาะผนังทั้งคืน ทั้งที่ห้องไม่มีระเบียง และอยู่ชั้นสูง,Negative
1491,ห้องน้ำในห้องพักมีน้ำรั่วจากเพดาน,Negative
1492,ที่นี่มีความเป็นมาตรฐาน มีการควบคุมเรื่องบุหรี่และความสะอาดเป็นอย่างดี เพราะคำนึงถึงเด็กเล็กที่มาพักกับครอบครัวด้วย แต่เพราะคำว่าเด็ก เลยละเลยหลายอย่าง เช่นอาหาร ควรจะมีนม โกโก้ครั้นช์ อาหารเช้า นี่กลับไม่มีเลย โรงแรมเล็ก ดาวเค้ายังมีกัน ของร้อนมีกาแฟ และชา แล้วเด็กควรกินอะไร ควรพิจารณาเรื่องอาหาร สำหรับมุมผู้ใหญ่ อาหารควรปรับปรุงเกือบทุกอย่าง อยากให้รับฟัง หรือดูบุคลิกคนที่กำลังตักหรือทาน เค้าดูไม่ค่อยโอเค ควรจะสำรวจกลุ่มเป้าหมายหน่อยก็ดีครับ,Negative
1493,ห้องพักก็โอเค ราคาพร้อมอาหารเช้า อาหารถึงจะไม่หรูมากแต่ก็พอทานได้ แต่ในห้องเสียงชักโครกดังมาก ห้องอื่นกดยังได้ยิน มีเสียงรบกวนอยู่ตลอดคืน,Negative
1494,บริการอาจไม่สมกับระดับ ดาว,Negative
1496,ห้องสะอาดดีแต่โรงแรมเก่าไปค่ะ สระว่ายน้ำเล็ก เก่ามาก สกปรก,Negative
1499,ที่จอดรถด้านหน้าโรงแรมมีคนเขียนกระดาษแจก คด้วย เค้าบอกจอดรถคาเกียร์ปิดหน้าบ้านเค้า เอ้า โรงแรมจัดให้จอดมีป้ายติดหน้ารถว่าเป็นลูกค้าโรงแรม ไหงมีคนมาแจกของให้ลูกค้าโรงแรมด้วยครับ,Negative
1501,พนักงานน่ารัก สะดวกในการเดินทาง หาของกินง่าย,Positive
1502,ถ้าคุณไม่ใช่คนเยอะ ก็ถือว่าโอเค ในราคาที่เหมาะสม มาพักเถอะ ไม่ผิดหวังหรอก,Positive
1504,แอร์เย็นฉ่ำ น้ำแรง สะอาดดีค่ะ การเดินทางสะดวก ที่จอดรถกว้างขวาง,Positive
1505,สะอาดมาก สะบายมาก มีอ่างไว้แช่น้ำด้วย น้ำแรงมาก ดีเวอร์,Positive
1506,สมราคา อาหารเช้าดี อร่อยเมนูเยอะ ที่พักใกล้ bts และแหล่งของกิน,Positive
1507,โรงแรมเก่าแต่ก็สะอาดดี ถือว่าคุ้มค่าหากเทียบกับราคาไม่ถึงพัน พร้อมอาหารเช้า รอบของกินขายเยอะ มีค่ามัดจำกุญแจบาทคืนให้ตอนเช็คเอาท์,Positive
1508,ดีค่ะห้องสะอาด ทุกอย่างโดยรวมดีมากค่ะ,Positive
1512,ห้องพักสะอาด การบริการเป็นกันเองดีค่ะ,Positive
1514,บริการดี ห้องพักได้ตามที่จอง สะอาดดี,Positive
1516,ดี สมราคา คุ้มค่า ดี,Positive
1517,จองทางเน็ตถูกดีค่ะ มีอาหารเช้าให้เลือกเยอะ คราวหน้ามาพักอีกค่ะ,Positive
1518,ได้ห้อวตรงกลาง floor ชั้น ดีมาก ประทับใจ ใครอยากได้ความคลาสสิคต้องมา ราคารวมอาหารเช้า like เลย,Positive
1519,ดี อาหารอร่อย ที่พักสะอาด บริการดี,Positive
1520,ดีมาก คุ้มค่าคุ้มราคา ทำเลสะดวก,Positive
1521,อาหารอร่อย บริการดี สะอาด น่าพัก,Positive
1523,พนักงานจัดห้องนอนใกล้บริเวณที่สูบบุหรี่ มีกลิ่นเข้าห้อง,Negative
1524,สะดวก เงียบ เลือกโซนที่ไม่สูบบุหรี่ได้,Positive
1525,พนักงานบริการดี ห้องพักสะอาด ห้องสวย,Positive
1527,บริการดีมากค่ะ ห้องพักสะอาด เงียบสงบค่ะ,Positive
1529,การบริการดีค่ะ ห้องพักสะอาด เรียบร้อย การตกแต่งห้องสวยค่ะ,Positive
1530,ส่วนลดดี อาหารอร่อย มีการปรับปรุงใหม่ สวยงามมาก,Positive
1531,ดีค่ะ ห้องโอเค โรงแรมสวย ใจกลางเมือง,Positive
1533,สะดวกต่อการเดินทางใกล้รถไฟฟ้าและใกล้ทางด่วน,Positive
1534,ต้องมัดจำค่ากุญแจห้อง บาท ซึ่งบางครั้งเหมือนไม่ให้เกียรติกับแขกผู้เข้าพัก,Negative
1537,โรงแรมดูเก่ามาก เห็นครั้งแรกนึกถึงโรงแรมผีสิงเลย แต่พอเข้าไปก็โอเค ไม่น่ากลัวมากพอได้ หลับฝันดี พนักงานค่อนข้างบริการแบ่งชนชั้น เราแต่งตัวชิลล์พนักงานไม่ต้อนรับเลย ดึงหน้าใส่เหวี่ยงด้วย แต่ก็ไม่ได้สนใจเพราะไม่ได้อยู่นาน โดยรวมก็โอเค,Negative
1542,ใกล้สถานที่สำคัญ ไปมาสะดวก ห้องพักเก่า แต่ถือว่าใช้ได้ มีที่จอดรถ อาหารพอใช้ การบริการดี,Positive
1543,ได้ห้องตามที่ต้องการ พนักงานบริการดีสุภาพ,Positive
1545,รูปลักษณ์ภายนอกเก่าโบราณ แต่ข้างในดีมาก ไม่เหม็นบุหรี่เหมือนโรงแรมอื่น จัดโซนได้ดี มีโอกาสจะมาพักอีก ถ้าปรับปรุงด้านนอกให้ใหม่หรูหรากว่านี้จะเลิศเลยอ่ะ,Positive
1550,ที่พักสะอาด การเดินทางสะดวก,Positive
1552,เปิดเข้าไปในห้องมีกลิ่นอับมาก มาม่าที่ให้ไว้ในห้องหมดอายุตั้งหลายเดือนแล้วก็ไม่เปลี่ยน น้ำอุ่นไม่ทำงาน ทางเดินเก่า ลิฟท์เก่ามาก ตู้เย็นไม่เย็นเลย พนักงานที่คอยดูตรงที่จอดรถไม่ช่วยดูเลย ด้วยความที่ที่จอดรถน้อย ก็เลยต้องจอดซ้อนคัน พอเราจะเอารถออกก็ต้องเข็นรถออกเอง พนักงานนั่งมองเฉย คนที่มายกกระเป๋าให้ ยกแค่จากที่รถเข้าไปล็อบบี้ไม่ถึงร้อยเมตรด้วยซ้ำ ให้ทิปแค่ ทำหน้าไม่พอใจใส่ พนักงานทำความสะอาดคุยกันเสียงดังมาก มายืนออกันอยู่ตรงหน้าห้องแล้วคุยหัวเราะกันดังเข้ามาในห้อง พักผ่อนไม่ได้เลยค่ะ ครั้งเดียวพอ ไม่คิดจะเหยียบที่นี่อีกแน่นอน,Negative
1553,พนักงานแย่ทพูดจาไม่ดี ภายในค่อนข้างเก่า,Negative
1554,ให้ออกก่อนเวลา แย่มากครับ,Negative
1555,ห้องมีแต่กลิ่นบุหรี่ เจ้าของพูดไม่ดี เราบอกว่าจองผ่านเว็บ มีใบยืนยันการจองการจ่าย ยังไม่เชื่อเรา ต้องให้ยืนรอไปเช็กข้อมูล หอบกระเป๋ามา ใบใหญ่ตั้งแต่แท็กซี่ถึงขึ้นโรงแรม โดยไม่มีใครมองแม้แต่หางตา แย่มาก,Negative
1556,พนักงานเคาน์เตอร์วุ่นวายกับแขกท่านอื่น ไม่พร้อมบริการ วุ่นวาย เช็กอินลืมหลายอย่าง สุดท้า,Negative
1557,ควรปรับปรุงให้ดีขึ้นนะครับ ขอความกรุณา,Negative
