,Rating,Review_split
991,4.2,ชอบการให้บริการของพนักงานน่ารัก สถานที่ตั้งสะดวกต่อการเดินทางมากวิวดีค่ะ
992,5.0,รอบล่าสุดที่ไปเข้าพักคือแขกค่อนข้างเยอะ แต่ทุกอย่างโอเค มาใช้บริการที่นี่บ่อยเพราะเดินทางไปสยามสะดวกมาก ไปกลับ bts เดินไม่ไกลเลยค่ะ
993,3.7,โรงแรมโอเครมากมีbtsให้ขึ้นใกล้แต่โรงแรมเก็บค่ามัดจำห้องแบบไม่แจ้งร่วงหน้าไม่มีเงินสดโอนก็ไม่ได้ให้เดินไปกดหน้า แทน แบบไม่พอใจมากกบริการก็ไม่เท่าไหร่ช้าในการเช็คอินราคาห้องถูกพอใช้ได้
994,5.0,ห้องพักสะอาด พนักงานยิ้มแย้มแจ่มใส บริการดี พูดเพราะ
995,5.0,คุ้มราคา ไม่ไกลจาก bts ราชเทวี มีสระว่ายน้ำ ฟิตเนสให้เล่น มีการอัปเกรดห้องให้อีก เยี่ยมเลย
996,4.5,ที่พักสะอาด ห้องพักน่าอยู่ ไปช่วงวันที่ แขกเข้าพักเยอะมาก ต้องรอเช็คอินนานกว่าปกติ และห้องพักที่จองไว้ไม่ว่าง แต่พนักงานและโรงแรมก็ช่วยเปลี่ยนเป็นห้องที่ใหญ่ขึ้น ประทับใจมากค่ะ ลูกค้าเข้าพักเยอะแม่บ้านคงทำความสะอาดไม่ทัน และรีบมาก ในห้องไม่มีผ้าขนหนู เลยต้องเดินออกไปของเพิ่ม โดยรวมดีมากค่ะ ใกล้รถไฟฟ้า สถานีราชเทวีด้วย เดินไม่ไกล ชอบค่ะ ไว้แวะไปพักใหม่ มีประโยชน์
997,4.0,โรงแรมเก่าแต่ renovated ห้องพักใหม่ ห้องน้ำมีกลิ่นน่าจะขึ้นมาจากท่อ ต้องปิดประตูห้องน้ำไว้ตลอดไม่อย่างนั้นกลิ่นเข้ามาในห้องพัก ม่านไม่ค่อยทึบแสง มีประโยชน์
998,5.0,ไม่มีอะไรจะพูด ดีไปหมด สะอาด วิวดี มีโอกาสจะไปพักอีกค่ะ️
999,5.0,สระว่ายน้ำคือดีย์
1000,5.0,เดินทางไปไหนมาไหนสะดวก เงียบ ใกล้บีทีเอส ห้องพักสะอาด มีประโยชน์
1001,5.0,เดินถามสะดวกใกล้สยาม สิ่งอำนวยความสะดวกเยอะ ครบ ให้บริการดี ประทับใจ มีประโยชน์
1002,5.0,โรงแรมสวย สะอาด ใกล้รถไฟฟ้า bts เดินทางสะดวกสบาย มีประโยชน์
1003,5.0,สถานที่ทำเลดี สะดวกในการใช้รถสาธารณะ มีประโยชน์
1004,5.0,โรงแรมสะอาด เดินทางสะดวกใกล้รถไฟฟ้าbtsราชเทวีค่ะ พนักงานบริการดี มีประโยชน์
1005,4.7,ดีสะดวกใกล้บีทีเอสเดินทางง่ายทางเข้ามีร้านสะดวกซื้อ มีประโยชน์
1006,5.0,การเดินทางสะดวกมาก ไม่ไกลจากบีทีเอส ห้องพักสะอาด บริการดี คุ้มค่าคุ้มราคามาก แนะนำเลย
1007,5.0,ที่พักสะอาด รับรองมาตรฐาน sha รับประกันความปลอดภัยเชื้อไวรัสโคโรน่า พักอย่างสบายใจในย่านใจกลางเมือง แนะนำให้เข้าพักที่นี้เลย
1008,3.5,ประสบการณ์จากการมาพักครั้งที่ แย่มากค่ะ เนื่องจากรรมีที่จอดรถน้อย เราเลยจอดขวางรถคนอื่นตามเส้นที่ให้จอด แล้วปลดเบรกมือใส่เกียร์ว่าง เช้าวันต่อมาซึ่งไม่รู้เพราะอะไรทำให้รถเราเข็นไม่ได้ รถที่อยู่ข้างในเลยออกไม่ได้ ทางรรเลยหาเรา และโทรขึ้นมาสอบว่าใช่รถห้องเราไหม เราเลยรีบลงไป พอไปถึงพบเจ้าหน้าที่รรยืนกับเจ้าของรถ โดยที่เจ้าหน้าที่รรยืนถ่ายคลิปเราตั้งแต่เราเดินเข้าไปหา ซึ่งเราก็ขอโทษทางเจ้าของรถ และสงสัยว่าทำไมรถมันเข็นไม่ได้ เพราะเราแน่ใจว่าเราใส่เกียร์ว่างและปลดเบรก จึงบอกเจ้าหน้าที่เดินมาดูเกียร์รถเป็นพยานกับเราหน่อยว่ารถใส่เกียร์ n ปลดเบรกมือจริง เจ้าหน้าที่ปฏิเสธแต่ว่าผมไม่รู้ ดูไม่เป็น แล้วยืนถ่ายคลิปเราอย่างเดียว ซึ่งเราไม่ได้ต้องการอะไร เราต้องการแค่คุณชะโงกหน้ามาเป็นพยานดูให้หน่อยว่ารถมันเกิดเหตุขัดข้องจริง เราไม่ได้ไม่มีมารยาทในการขับรถแบบที่ถูกกล่าวหา ซึ่งพอเราไปดูก็เป็นเกียร์ n และปลดเบรกจริง บอกตรงรู้สึกแย่มากค่ะ เราเป็นลูกค้าแต่คุณมีพฤติกรรมตราหน้าอย่างกับว่าเรากระทำความผิดใหญ่หลวง ไม่มีการช่วยเจรจาหรือช่วยประสานความเข้าใจใด เหมือนทำตัวเป็นเจ้าถิ่นรอรุมลูกค้าแบบนี้ ชอบในที่พักรรนะคะ เพราะเราจะเลือกพักห้องfamily ตลอด ซึ่งมีความสะดวกสบาย มีห้องนั่งเล่น เครื่องครัว เราไปกรุงเทพทุกเดือน เพราะคุณแม่ผ่าตัดที่กรุงเทพ พอเจอแบบนี้ทำให้ต้องคิดใหม่กับการจะเข้าพักรรนี้เลยค่ะ แสดงเพิ่มเติม มีประโยชน์
1009,5.0,พนักงานน่ารัก บริการดีคะชอบ มีประโยชน์
1010,5.0,บรรยากาศคล้ายคอนโด มองเห็นวิวตึกสูงโซนสยามใกล้ที่ทำงาน มีประโยชน์
1011,1.0,พนักงานต้อนรับพูดจาห่วยแตก แย่มาก ไม่ประทับใจ มีประโยชน์
1012,5.0,โรงแรมน่าอยู่ แม่บ้านน่ารักบริการดี มีประโยชน์
1013,5.0,โรงแรมดีสะอาด พนักงานน่ารักค่ะ มีประโยชน์
1014,3.7,ทุกอย่างดีหมด เสียตรงที่wifi โครตห่วย โรงแรมจิ้งหรีดwifiยังเร็วกว่า ทีวีลายยังกะตุ๊กแก ช่องฟรีทีวีก็มีไม่ครบ ควรปรับปรุงด่วน wifi และทีวี มีประโยชน์
1015,5.0,บริการดี พนักงานน่ารัก ห้องพักสะอาด มีประโยชน์
1016,5.0,โรงแรมบริการรวดเร็ว ได้อัพเกรดห้องพัก มีประโยชน์
1017,5.0,ที่พักดีมากก วิวสวย มีสิ่งอำนวยความสะดวกครบครัน ใกล้บีทีเอสเดินทางสะดวก มาอีกแน่นอน ที่ให้ดาวเพราะตอนเช้ามีการซ่อมห้องข้างเจาะผนังเสียงดังมาก
1018,5.0,ห้องพัก สะอาด พนักงานบริการดี ห้องสวย วิว เมืองสวย
1019,5.0,ห้องพักดีมากกกกกชอบมากก ดูแลดี บริการดี ไว้จะมาใหม่ค่ะ
1020,4.0,โรงแรมสะอาดระดับนึง แต่อาหารเช้าคนเยอะมาก อาจไม่เหมาะกับช่วงนี้ มีประโยชน์
1021,5.0,สนุกสนาน พนักงานบริการดีสุภาพเป็นกันเอง อาหารอร่อยตามสมควร มีประโยชน์
1022,4.2,พนักงานบริการดี สุภาพ เต็มใจให้บริการ มีประโยชน์
1023,5.0,ชอบมาก สะดวก ใกล้bts มีประโยชน์
1024,5.0,บรรยากาศดี อาหารอร่อย พนักงานบริการดี ห้องสวยสะอาดเหมาะแก่การพักผ่อน มีฟิตเนทและสระว่ายน้ำให้ใช้บริการได้สะดวกมากค่ะ มีประโยชน์
1025,5.0,พักครั้งที่สองแล้ว ที่พักใกล้แหล่งท่องเที่ยว ราคาคุ้มค่า และห้องดูใหม่ มีอุปกรณ์ให้ครบถ้วน จองในแอปคือได้ราคาดีมาก มีประโยชน์
1026,4.5,สะอาดดีเยี่ยม เหมาะแก่การพักผ่อน แต่เสียอย่างเดียว แอร์ห้องที่ไม่พักไม่ดี แต่พนักงานก็ไม่ยอมเปลี่ยนให้ตั้งแต่คืนแรก มาเปลี่ยนห้องให้กลางคันตอนคืนที่สอง เลยรู้สึก เฟล มีประโยชน์
1027,5.0,พนักงานบริการดี ห้องสะอาดเดินทางสะดวกค่ะ มีประโยชน์
1028,5.0,ดีมากค่ะ ห้องสวย สะอาด เดินทางสะดวก ชอบมาก เลยค่ะ มีประโยชน์
1029,5.0,พนักงานบริการดี อาหารเช้าอร่อย มีประโยชน์
1030,4.0,ดีมากมากเลยค่ะ มีประโยชน์
1031,5.0,ที่พักสะอาด สะดวกในการเดินทางเพราะอยู่ตรง bts ราชเทวี พนักงานให้การบริการดีมาก มีประโยชน์
1032,5.0,ห้องสะอาด บรรยากาศในห้องดี ที่จอดรถเยอะ มีประโยชน์
1033,5.0,สะดวกสบาย พนักงานน่ารัก สะอาด เตียงนิ่มมากกกกกกกกกกกกกกกกก มีประโยชน์
1034,4.5,ที่พักติด bts สนามกีฬาแห่งชาติเลยค่ะมองมาก็เห็นเลย สะดวกสบายมาก พนักงานก็ถือว่าอยู่ในเกณฑ์ดีอยู่ค่ะ ห้องพักขนาดพอดีเราเข้าพักคนเดียว แต่ห้องไม่ค่อยเก็บเสียงข้างห้องเปิดปิดประตูเราได้ยินหมด มีเสียงก็อกแก็กทำให้เรานอนไม่ค่อยหลับ เตียงนุ่มดีค่ะ ห้องที่เราได้วิวค่อนข้างดีมองเห็นmbkกับsiam ถ้าเดินไปก็เดินได้แบบสบายเลย โดยรวมดีค่ะให้
1035,4.5,ห้องพักอยู่หน้าสถานี bts เลยค่ะ สะดวกในการเดินทางมากเลยค่ะ
1036,5.0,บริการดีค่ะ รวดเร็วทันใจ สะอาด สะดวกเดินทาง
1037,5.0,สะดวกมาก ติด bts มาจากสนามบิน นั่งรถไฟเรลลิงค์สะดวกมาก ห้องพักสะอาด ส่วนตัวปลอดภัย ต้องมาที่นี่ตลอด ใกล้สถานนที่ชอปปิ้งหลายแห่ง อาหารหาทานง่ายมาก
1038,5.0,เป็นการกละมาพักครั้งที่สองในที่นี่ การบริการ และ สิ่งต่างก็ยังทำได้ดีเหมือนครั้งแรกที่มา
1039,5.0,โรงแรมดีมากค่ะ ราคาก็ไม่แพง ใครไปกรุงเทพก็จองที่นี่ให้ตลอดค่ะ ใกล้บีทีเอสด้วยค่ะ
1040,4.0,จองกับทริปแล้วโอเคราคาตามนี้ไม่มีบวกเพิ่มมีค่าประกันห้องบาท ส่งคำขอพิเศษไปคำขอ ทริปตอบกลับได้อย่างรวดเร็ว เข้าพักได้ง่าย พักที่นี่ติดbts เลย ห้องพักขนาดพอดีกับคนตัวเล็กคนอยู่ได้ไม่อึดอัด มีประโยชน์
1041,5.0,โรงแรมนี้มาครั้งที่สองแล้ว เดินทางสะดวกอยู่ใจกลางเมือง ติดกับสถานีบีทีเอส เดินลงบันไดมาถึงโรงแรมเลย พี่พนักงานดูแลดีมาก สิ่งอำนวยความสะดวกครบครัน ปลอดภัย สะอาด ไร้กังวล ถูกใจกับที่นี่มาก วิวหน้าต่างสวย มองเห็นรถบีทีเอสวิ่งผ่าน กลางคืนยิ่งสวย เห็นแสงสีในเมืองกรุงแบบกว้างมาก ถ้ามีโอกาสจะมาพักที่นี่อีกแน่นอน ขอบคุณที่คอยดูแลนะคะ
1042,5.0,ดีมากกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกก
1043,5.0,ทำเลติดบีทีเอส สนามกีฬา เดินทางสะดวก ข้างล่างมี ห้องพักสะอาด อาหารเช้าดี มีประโยชน์
1044,4.5,ที่พักติด bts สนามกีฬาแห่งชาติเลยค่ะมองมาก็เห็นเลย สะดวกสบายมาก พนักงานก็ถือว่าอยู่ในเกณฑ์ดีอยู่ค่ะ ห้องพักขนาดพอดีเราเข้าพักคนเดียว แต่ห้องไม่ค่อยเก็บเสียงข้างห้องเปิดปิดประตูเราได้ยินหมด มีเสียงก็อกแก็กทำให้เรานอนไม่ค่อยหลับ เตียงนุ่มดีค่ะ ห้องที่เราได้วิวค่อนข้างดีมองเห็นmbkกับsiam ถ้าเดินไปก็เดินได้แบบสบายเลย โดยรวมดีค่ะให้
1045,4.5,ห้องพักอยู่หน้าสถานี bts เลยค่ะ สะดวกในการเดินทางมากเลยค่ะ
1046,5.0,บริการดีค่ะ รวดเร็วทันใจ สะอาด สะดวกเดินทาง
1047,5.0,สะดวกมาก ติด bts มาจากสนามบิน นั่งรถไฟเรลลิงค์สะดวกมาก ห้องพักสะอาด ส่วนตัวปลอดภัย ต้องมาที่นี่ตลอด ใกล้สถานนที่ชอปปิ้งหลายแห่ง อาหารหาทานง่ายมาก
1048,5.0,เป็นการกละมาพักครั้งที่สองในที่นี่ การบริการ และ สิ่งต่างก็ยังทำได้ดีเหมือนครั้งแรกที่มา
1049,5.0,โรงแรมดีมากค่ะ ราคาก็ไม่แพง ใครไปกรุงเทพก็จองที่นี่ให้ตลอดค่ะ ใกล้บีทีเอสด้วยค่ะ
1050,4.0,จองกับทริปแล้วโอเคราคาตามนี้ไม่มีบวกเพิ่มมีค่าประกันห้องบาท ส่งคำขอพิเศษไปคำขอ ทริปตอบกลับได้อย่างรวดเร็ว เข้าพักได้ง่าย พักที่นี่ติดbts เลย ห้องพักขนาดพอดีกับคนตัวเล็กคนอยู่ได้ไม่อึดอัด มีประโยชน์
1051,5.0,โรงแรมนี้มาครั้งที่สองแล้ว เดินทางสะดวกอยู่ใจกลางเมือง ติดกับสถานีบีทีเอส เดินลงบันไดมาถึงโรงแรมเลย พี่พนักงานดูแลดีมาก สิ่งอำนวยความสะดวกครบครัน ปลอดภัย สะอาด ไร้กังวล ถูกใจกับที่นี่มาก วิวหน้าต่างสวย มองเห็นรถบีทีเอสวิ่งผ่าน กลางคืนยิ่งสวย เห็นแสงสีในเมืองกรุงแบบกว้างมาก ถ้ามีโอกาสจะมาพักที่นี่อีกแน่นอน ขอบคุณที่คอยดูแลนะคะ
1052,5.0,ดีมากกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกก
1053,5.0,ทำเลติดบีทีเอส สนามกีฬา เดินทางสะดวก ข้างล่างมี ห้องพักสะอาด อาหารเช้าดี มีประโยชน์
1054,5.0,โรงแรมอยู่ติดบีทีเอสเดินทางสะดวกมีร้านสะดวกซื้ออยู่ด้านล่างของโรงแรมสะดวกดีค่ะพนักงานบริการดีห้องพักสะอาดโรงแรมอยู่ใกล้มาบุญครองกับสยาม มีประโยชน์
1055,4.0,โรงแรมอยู่ใจกลางสยาม ติดสถานีรถไฟฟ้าสนามกีฬาแห่งชาติ เดินทางสะดวกสุด รายล้อมด้วยแหล่งช้อปปิ้งมากมาย ด้านล่างมีร้านสะดวกซื้อ สะดวกไปอีก ห้องพักค่อนข้างแคบ ทีวีจอเล็กไปหน่อย อุปกรณ์ในห้องน้ำมีเพียงสบู่เหลวกับหมวกคลุมผม โดยรวมก็โอเคดี พนักงานบริการดี เหมาะสำหรับไว้พักค้างคืนเวลาไปเที่ยวและช้อปปิ้ง
1056,4.7,ราคาดี อยู่ใกล้ห้าง เดินเที่ยวสะดวกมาก ห้องสะอาด นอนสบาย โดยรวมคือคุ้มค่า คุ้มราคามากค่ะ วันเช็คเอ้าท์แล้ว สามารถฝากกระเป๋าไปเดินเที่ยวต่อได้อีก แนะนำสำหรับคนที่มาทำธุระ ย่านใจกลางเมืองคือดีมากเลยค่ะ มีประโยชน์
1057,5.0,ดีมาก อาหารก็อร่อย สะดวกมากด้วย ชอบค่ะ คุ้มมากกกก
1058,5.0,ที่พักดี สิ่งอำนวยความสะดวกดี บริการดีเยี่ยมห้องพักสะอาดและเตียงนอนสบายมาก โรงแรมมีความเป็นส่วนตัวและปลอดภัยมาก มีประโยชน์
1059,5.0,เดินทางสะดวก ใกล้บีทีเอสสนามกีฬา มถึงสยาม ห้องสะอาดได้มาตรฐาน มีประโยชน์
1060,4.0,วิวสวย ที่พักดี สะอาด เตียงนุ่มสบาย พนักงานบริการดี เสียอย่างเดียวไม่มีปลั้กไฟใกล้หัวเตียงชาร์จแบตโทรศัพท์ยาก มีประโยชน์
1061,4.2,สะดวกต่อการเดินทางดีครับ ห้องพักสะอาด ขนาดเล็กไปนิดนึง แต่ภาพรวมถือว่าดีครับ มีประโยชน์
1062,3.5,ห้องน้ำเล็กมากก ใช้งานแล้วอึดอัด ห้องพักก้อเล็ก แต่เตียงนุ่ม ห้องพักเงียบเก็บเสียงได้ดี ห้องพักสะอาด มีประโยชน์
1063,3.0,พนักง่นจัดการการcheck in outได้รวดเร็วดี ข้อติ แม่บ้าน การทำความสะอาดบกพร่อง และไม่เก็บขยะ เปลี่ยนน้ำดื่มให้ มีประโยชน์
1064,4.0,โรงแรมติดสถานี bts สนามกีฬา เดินทางสะดวกสบายมาก ห้องพักราคาดี แต่ขนาดของห้องเล็กไปนิดหน่อย โดยเฉพาะห้องอาบน้ำแคบมากจริง เตียงนอนนุ่ม หลับสบาย แต่ควรมีหมอนสำรองในห้องเพิ่มเติมเผื่อลูกค้าที่นอนหมอนสูง เพราะหมอนนุ่มจนแฟบลงไปถึงเตียง
1065,4.7,ก็โอเคนะคะ เก็บเสียงดีค่ะ ชั้นล่างของโรงแรมมีเซเว่น มีประโยชน์
1066,4.2,สะดวก ใกล้ mbk สยาม แค่เดินเท่านั้น แต่ห้องน้ำมันแคบไปหน่อยเท่านั้น แต่ก็ประหยัดเงินในกระเป๋าไปได้เยอะในทริปนี้
1067,5.0,ที่พักดีงามมากค่ะ ใช้ส่วนลดของทริปได้อีก คุ้มมาก อยู่ใจกลางเมือง เดินทางสะดวกด้วย ประทับใจค่ะ
1068,5.0,ในการเข้าพักครั้งนี้ค่อนข้างประทับใจพนักงานดูแลดีครับและอยากกลับไปพักอีกถ้ามีโอกาส มีประโยชน์
1069,5.0,ดี ต้องไปรอบสอง มีประโยชน์
1070,5.0,อบอุ่นประทับใจเสมอค่ะ มีประโยชน์
1071,4.7,แคบไปนิด แม้จะอยู่แค่สองคนกับราคาประมาณนี้ มีประโยชน์
1072,4.5,พนักงานบริการดี ทำเลอยู่ติดbts สนามกีฬา แต่ช้อเสียคือคือสบู่และแชมพูในห้องน้ำหมดควรเติมสม่ำเสมอ มีประโยชน์
1073,4.7,ห้องน้ำแคบนิดหน่อย ที่เหลือดีหมด สุดยอดมาก มีประโยชน์
1074,5.0,จองใน tripcom ประหยัดมาก จองไว จองง่ายมาก ที่พักสะอาด เงียบ สงบ ใกล้กับบีทีเอสสนามกีฬาแห่งชาติ เดินทางสะดวก มีประโยชน์
1075,5.0,สะดวกค่ะ ใกล้รถไฟฟ้า มีประโยชน์
1076,3.2,ใกล้รถไฟฟ้า bts ใกล้ห้างสรรพสินค้า ห้องน้ำเล็กไปหน่อย มีประโยชน์
1077,5.0,เดินลงมาจากbts เข้าที่พักได้เลยใกล้มากกก มีประโยชน์
1078,5.0,สะอาด มีเซเว่นข้างล่าง มีประโยชน์
1079,5.0,โลเคชั่นใจกลางเมือง ห้องสะอาด มีประโยชน์
1080,4.0,ดีพอใช้ครับผม มีประโยชน์
1081,5.0,ห้องไม่เล็กและกว้างขวางมากสำหรับนักเดินทางคนเดียวอย่างฉัน ยังโชคดีที่ได้ชั้นบนสุดพร้อมวิวเมืองที่สวยงาม เงินฝากเป็นจำนวนมาก บาทแม้ว่า น้ำฝักบัวดี แต่อุณหภูมิอาจไม่คงที่ สุจริตไม่คาดหวังว่าโรงแรมนี้จะอยู่ในทำเลที่ยอดเยี่ยมเช่นนี้ อยู่ตรงข้ามมาบุญครองเท่านั้นและยังมีศูนย์การค้าสยามฝั่งตรงข้ามอีก หากคุณเป็นคนตื่นเช้า มีถนนข้าง ใกล้กับโรงแรมที่มีอาหารริมทางมากมายสำหรับมื้อเช้า และซื้อชานมไทยราคาถูกในราคา บาท เซเว่นอีเลฟเว่นที่ล็อบบี้ของโรงแรมเพื่อเติมเต็มความอยากในยามค่ำคืนของคุณ หากคุณเต็มใจที่จะเดินสักหน่อย donki ที่ศูนย์ mbk ก็ทำได้เช่นกัน ลงมาจากมาบุญครองผ่านจุฬา มีห้าง decathlon ด้วย การเดินทางไปยังสถานที่ยอดนิยมอื่น จากสถานที่นี้ค่อนข้างถูกเกินไป โดยปกติแล้วราคาไม่เกิน บาทไปยังสถานที่เช่น jodd fair เยาวราช เอเชียทีค เซ็นทรัลเวิลด์และบิ๊กซียังอยู่ในระยะทางที่เดินไปได้ด้วยสะพานเชื่อม แสดงเพิ่มเติม   
1082,4.5,พนักงานที่เป็นมิตรมาก พวกเขาดีมากที่ให้เค้กวันเกิดในวันเกิดของฉัน ทำเลที่ตั้งสะดวกมาก หากคุณสามารถเดินได้ค่อนข้างดี ไม่จำเป็นต้องขึ้นรถไฟฟ้าซึ่งอยู่ติดกับโรงแรมเพื่อไปยังสยามซึ่งเป็นแหล่งช็อปปิ้ง   
1083,3.5,โลเคชั่นของโรงแรมสะดวกมาก เห็นโรงแรมทันทีที่ออกจากสถานีรถไฟใต้ดิน มีแหล่งช๊อปปิ้ง และอาหารมากมายใกล้ คราวหน้าจะมากรุงเทพเลือกโรงแรมนี้เลยคุ้มมาก คุ้มค่า   
1084,4.5,ทำเลที่ตั้งดีมาก ห้องเล็กไปหน่อย แต่ก็ยังโอเค จะไปอีกครั้ง   
1085,4.5,ทำเลดี ใกล้สถานีรถไฟฟ้ามาก สามารถเดินไปย่านสยามได้เช่นกัน   
1086,5.0,ทำเลที่ตั้งดีเพราะติด bts ข้างโรงแรม ล็อบบี้ของโรงแรมคือ eleven มันค่อนข้างสะดวกถ้าคุณรู้สึกหิวหรือกระหายน้ำ   
1087,5.0,ทำเลดีมาก ติด bts สนามกีฬาแห่งชาติ ตรงข้ามคือมาบุญครองและโลตัสอยู่ไกลออกไปz การคมนาคมทำให้ชีวิตง่ายต่อการเดินทาง โรงแรมสะอาดและมี ตรงล็อบบี้   
1088,4.5,ที่ตั้งอยู่ใกล้กับ bts สนามกีฬาแห่งชาติและสามารถเดินไปยัง jeh o chula ยอดนิยมได้ โปรดทราบว่าโรงแรมไม่มีแปรงสีฟันและยาสีฟัน หวี เครื่องโกนหนวดให้บริการ   
1089,5.0,พนักงานที่เคาน์เตอร์มีความสุภาพและเป็นมิตร พนักงานห้องแต่งหน้าบริการดีค่ะ ห้องเล็กไปหน่อยแต่ก็ยังโอเค แรงดันน้ำไม่สามารถทำได้ ดันไม่แรงพอ เครื่องทำน้ำอุ่นน้ำร้อนกะทันหันแล้วน้ำเย็นกะทันหัน ไม่สามารถปรับอุณหภูมิของน้ำได้ตามต้องการ ทีวีมีขนาดเล็กน้อยกว่า ไม่มีเสียง ปรับระดับเสียงให้ดังที่สุดยังไม่มีเสียง จบลงด้วยการปิดมัน วิวก็ดี ใกล้ bts สนามกีฬาแห่งชาติ ตรงข้ามห้างมาบุญครอง   
1090,3.2,เช็คอินช่วงบอลโลกถามพนักงานต้อนรับว่าบอลโลกช่องไหนถ่ายทอด บริกรไม่ทราบ แต่พวกเขาพยายามอย่างดีที่สุดเพื่อตรวจสอบตารางเวลาและคำตอบขนาด a แต่น่าเสียดายที่พวกเขาให้ข้อมูลผิดทั้งหมด   
1091,3.5,โรงแรมตั้งอยู่ในสถานที่ที่ดีที่สุดในการไปสถานที่ต่าง ฉันคิดว่าห้องสะอาดและเพียงพอถ้าคุณแค่นอน มีมาบุญครองและทาคาชิมายะอยู่ใกล้ จึงไม่มีความไม่สะดวกในการช้อปปิ้ง   
1092,4.0,โรงแรมตั้งอยู่ในใจกลางกรุงเทพโดยมีรถไฟฟ้าอยู่หน้าประตูและมีห้างสรรพสินค้าที่มีชื่อเสียงมากมายเช่น central และ patek palace การคมนาคมสะดวกมาก อาหารเช้าของโรงแรมก็ดี บริการอบอุ่น แต่ห้องเล็กและเปิดหน้าต่างไม่ได้   
1093,3.0,โลเคชั่นโอเค มี ชั้นล่าง ห้องน้ำเล็กไปหน่อย วันแรกที่เข้าพักไม่มีน้ำแร่ให้ ไม่รู้จะโทรไปเบอร์ไหน คนไม่พูดอังกฤษลำบากหน่อย คนอื่นมีความเห็น   
1094,8.8,ราคาแพงนิดนึงเทียบกับขนาดห้องค่ะ ห้องมีอุปกรณ์ครบ ข้างล่างมีเซเว่นในโรงแรมเรย ใจกลางเมืองเดินประมาณ เมตรถึงมาบุญครอง
1095,9.2,พนักงานน่ารักมากเลยค่ะ พร้อมให้ความช่วยเหลือตลอดเวลา ทำเลดีเดินทางสะดวกมาก โรงแรมเป็น green hotel สิ่งอำนวยความสะดวกเลยน้อยไปนิดนึง ห้องน้ำแคบอยู่ ติ key card นิดนึงว่าใช้ยากมากต้องเสียบแล้วดึงออกมาก่อนถึงจะเข้าได้ แล้วก็สายฉีดชำระฉีดแล้วไม่หยุดต้องกดซ้ำหลายรอบ นอกนั้นโอเคหมดเลยค่ะ
1096,8.0,ใกล้แหล่ง shopping
1097,8.8,สะดวกสะบายใกล้รถไฟฟ้า
1098,10.0,ทำเลสะดวก พนักงานบริการดีมาก
1099,8.8,สะดวก สะอาด บริการดี
1100,9.2,ดีทุกอย่าง ติดอย่างเดียว จ่ายแพงกับห้องที่พื้นที่น้อย
1101,7.2,ขนาดห้องเล็ก ของอำนวยควาสะดวกน้อย ไลน์อาหารมีให้เล่อกน้อย
1102,7.6,พนักงานรับcheck in แล้วระบุเลขห้องพักผิดทำให้เข้าห้องไม่ได้
1103,6.8,อาหารอร่อย
1104,9.6,ใกล้ bts
1105,10.0,ใจกลางเมือง ใกล้บีทีเอส ใกล้ห้างสรรพสินค้า ราคาดี สิ่งอำนวยความสะดวกครบครัน
1106,10.0,ห้องเล็กไปหน่อย แต่เดินทางสะดวกติดกับ สถานีสนามกีฬาแห่งชาติ เดินออกไปก็ถึงเลยค่ะ
1107,10.0,ทำเลดีมากสำหรับคนที่อยากเที่ยวหรือทำธุระแถว mbk หรือ siam
1108,10.0,ทุกอย่างคือดีมาก อาหารอร่อยมากเยอะมากให้เลือก พนักงานบริการดีเยี่ยมมาก
1109,9.2,ข้อดี อยู่ติด bts สนามกีฬาแห่งชาติ ไม่แออัดตอนเดินทาง ข้อเสีย เล็กไปหน่อย แต่สบาย
1110,10.0,เดินทางสะดวก ใกล้สถานที่ช๊อปปิ้ง
1111,10.0,รรสะอาด ห้องเล็กกระทัดรัดไปคนเดียวอุ่นใจ ทีที่จอดรถ หรือ bts อยู่หน้ารรเลย
1112,10.0,ห้องกว้าง
1113,10.0,เดินทางสะดวก ห้องวิวดีมาก
1114,8.4,เขียนไปรอบนึงละ ไม่เห็นจะโชว์เลย ทุกอย่างดีเกือบหมด เสียตรง อาหารเช้า ไม่ค่อยโอเค ต้องจ่ายเพิ่ม บาท แต่อาหารงั้นอะ กับ ห้องไม่เก็บเสียงเลย ได้ยินทั้งเสียงลิฟต์ ทั้งที่ไม่ได้อยู่ห้องตรงกับลิฟต์ด้วย ยังได้ยินอะ จริง ลิฟต์ควรจะปิดเสียงนะ ไม่งั้นดังตลอด รบกวนแขกมาก เสียงคนคุยกัน คนเดินผ่านหน้าห้อง เสียงก็เข้ามา ยังดีที่พอตกดึกก็เริ่มเงียบ เลยนอนหลับได้ มาดังอีกทีตอนเช้า แต่ถ้าโชคไม่ดีได้ข้างห้องคุยเก่ง คงได้ยินเสียงรบกวนทั้งคืน เพราะข้างห้องคุยไรกัน ก็ได้ยินอะ ถ้าไม่ได้ซีเรียสเรื่องเสียงรบกวน กับ อาหารเช้า ก็แนะนำให้มาพัก เพราะอย่างอื่นก็โอเค แต่ถ้าหลับอยาก ได้ยินเสียงรบกวนแล้วไม่โอเค ไม่แนะนำค่ะ
